Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2018M09	560.508
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2018M08	476.607
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2018M07	570.828
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2018M06	553.034
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2018M05	538.731
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2018M04	521.134
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2018M03	466.030
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2018M02	375.898
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2018M01	349.721
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2017M12	361.568
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2017M11	429.502
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2017M10	568.157
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2017M09	552.969
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2017M08	477.992
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2017M07	530.222
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2017M06	536.206
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2017M05	548.690
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2017M04	530.303
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2017M03	456.020
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2017M02	374.867
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2017M01	361.600
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2016M12	342.208
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2016M11	392.514
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2016M10	527.102
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2016M09	519.874
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2016M08	426.467
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2016M07	466.648
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2016M06	490.831
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2016M05	517.324
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2016M04	473.663
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2016M03	431.885
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2016M02	347.169
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2016M01	309.360
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2015M12	313.894
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2015M11	386.045
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2015M10	546.624
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2015M09	479.925
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2015M08	399.744
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2015M07	456.587
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2015M06	441.394
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2015M05	515.489
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2015M04	429.585
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2015M03	395.713
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2015M02	301.074
Total Nacional	13 Madrid, Comunidad de		Viajero	Total	Residentes en el Extranjero	2015M01	280.151
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2025M10	705.568
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2025M09	627.272
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2025M08	589.025
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2025M07	651.345
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2025M06	636.700
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2025M05	667.947
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2025M04	618.054
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2025M03	546.916
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2025M02	439.035
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2025M01	446.807
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2024M12	451.778
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2024M11	533.125
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2024M10	664.949
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2024M09	633.900
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2024M08	555.803
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2024M07	597.887
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2024M06	591.215
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2024M05	648.725
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2024M04	609.568
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2024M03	515.122
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2024M02	429.164
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2024M01	405.057
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2023M12	425.410
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2023M11	481.516
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2023M10	599.205
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2023M09	586.090
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2023M08	532.784
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2023M07	562.376
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2023M06	547.220
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2023M05	549.782
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2023M04	511.451
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2023M03	471.645
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2023M02	355.868
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2023M01	355.327
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2022M12	347.670
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2022M11	410.424
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2022M10	521.538
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2022M09	498.605
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2022M08	406.755
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2022M07	480.915
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2022M06	461.468
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2022M05	460.034
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2022M04	396.769
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2022M03	323.693
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2022M02	236.771
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2022M01	182.870
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2021M12	241.894
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2021M11	294.284
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2021M10	321.023
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2021M09	256.777
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2021M08	193.907
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2021M07	179.424
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2021M06	119.886
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2021M05	97.076
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2021M04	61.516
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2021M03	61.297
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2021M02	43.405
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2021M01	46.649
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2020M12	46.570
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2020M11	38.193
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2020M10	36.739
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2020M09	46.085
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2020M08	45.930
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2020M07	48.911
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2020M06	15.175
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2020M05	3.464
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2020M04	0
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2020M03	142.457
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2020M02	391.693
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2020M01	391.639
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2019M12	412.019
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2019M11	496.122
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2019M10	610.908
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2019M09	574.638
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2019M08	515.112
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2019M07	589.400
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2019M06	595.166
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2019M05	604.232
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2019M04	520.538
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2019M03	499.689
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2019M02	393.872
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2019M01	368.785
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2018M12	394.163
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2018M11	466.508
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2018M10	602.656
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2018M09	560.508
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2018M08	476.607
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2018M07	570.828
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2018M06	553.034
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2018M05	538.731
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2018M04	521.134
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2018M03	466.030
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2018M02	375.898
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2018M01	349.721
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2017M12	361.568
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2017M11	429.502
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2017M10	568.157
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2017M09	552.969
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2017M08	477.992
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2017M07	530.222
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2017M06	536.206
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2017M05	548.690
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2017M04	530.303
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2017M03	456.020
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2017M02	374.867
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2017M01	361.600
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2016M12	342.208
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2016M11	392.514
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2016M10	527.102
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2016M09	519.874
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2016M08	426.467
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2016M07	466.648
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2016M06	490.831
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2016M05	517.324
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2016M04	473.663
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2016M03	431.885
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2016M02	347.169
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2016M01	309.360
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2015M12	313.894
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2015M11	386.045
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2015M10	546.624
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2015M09	479.925
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2015M08	399.744
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2015M07	456.587
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2015M06	441.394
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2015M05	515.489
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2015M04	429.585
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2015M03	395.713
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2015M02	301.074
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total	Residentes en el Extranjero	2015M01	280.151
